wine_index,pH,residual_sugar,sulphates,density,chlorides,alcohol,quality
1456,3.5,1.6,0.63,0.99467,0.052,10.9,6
1457,3.3,1.8,0.5,0.99236,0.05,10.55,6
1458,3.41,1.9,0.58,0.99706,0.074,9,5
1459,3.39,1.7,0.6,0.99603,0.067,10.5,5
1460,3.32,1.7,0.8,0.99458,0.054,11.9,7
1461,3.41,2.3,0.68,0.99724,0.054,10.4,6
1462,3.59,2.1,0.61,0.99664,0.06,10,4
1463,3.36,2.3,0.58,0.99545,0.075,10.4,6
1464,3.34,2.4,0.53,0.99522,0.076,10.8,6
1465,3.41,1.7,0.67,0.9958,0.063,9.7,5
1466,3.41,1.7,0.67,0.9958,0.063,9.7,5
1467,3.3,2.1,0.65,0.99728,0.062,10,7
1468,3.52,2.3,0.57,0.99648,0.067,11,4
1469,3.3,2.1,0.65,0.99728,0.062,10,7
1470,3.31,2.1,0.55,0.99705,0.061,9.7,3
1471,2.88,1.4,0.47,0.99578,0.084,9.7,5
1472,3.43,3.75,0.52,0.99334,0.067,12.6,5
1473,3.38,2.6,0.79,0.99656,0.073,11.1,6
1474,3.38,1.8,0.54,0.99336,0.071,11,5
1475,3.16,13.8,0.75,1.00242,0.205,8.8,5
1476,3.54,2.2,0.88,0.99182,0.048,13.56666667,7
1477,3.16,13.8,0.75,1.00242,0.205,8.8,5
1478,3.54,2.2,0.88,0.99182,0.048,13.6,7
1479,3.4,5.7,0.52,0.99808,0.082,10.2,3
1480,3.39,3,0.68,0.99828,0.104,10.6,5
1481,3.66,1.5,0.62,0.99498,0.08,10.1,4
1482,3.39,3,0.68,0.99828,0.104,10.6,5
1483,3.33,2.1,0.57,0.99719,0.114,10.3,4
1484,3.35,1.5,0.61,0.99542,0.042,10.7,5
1485,3.53,2,0.64,0.99592,0.06,10.9,4
1486,3.37,2.1,0.55,0.99606,0.074,9.7,5
1487,3.38,2.1,0.6,0.99546,0.07,10.3,5
1488,3.52,1.9,0.78,0.99496,0.066,10.6,5
1489,3.72,1.7,0.58,0.9942,0.049,11.4,5
1490,3.44,2.1,0.76,0.99448,0.048,10.8,6
1491,3.39,1.8,0.56,0.99344,0.039,12.4,6
1492,3.72,1.7,0.58,0.9942,0.049,11.4,5
1493,3.57,1.6,0.54,0.99348,0.05,11.95,5
1494,3.26,1.9,0.59,0.99636,0.089,9.7,5
1495,3.42,1.4,0.7,0.99459,0.066,10,7
1496,3.35,1.9,0.81,0.99492,0.08,10.6,6
1497,3.26,1.9,0.59,0.99636,0.089,9.7,5
1498,3.45,2.3,0.63,0.99508,0.054,11.5,6
1499,3.53,2.3,0.58,0.99582,0.068,10.8,6
1500,3.45,2.3,0.63,0.99508,0.054,11.5,6
1501,3.26,1.5,0.53,0.99508,0.076,9.6,5
1502,3.16,4.3,0.53,0.99642,0.083,9.4,5
1503,3.31,2.4,0.54,0.99638,0.078,9.8,5
1504,3.51,2.5,0.69,0.99555,0.077,11,6
1505,3.36,2.3,0.55,0.99605,0.106,11.4,6
1506,3.55,1.8,0.63,0.996,0.078,9.95,3
1507,3.51,2,0.66,0.99562,0.07,10.8,6
1508,3.36,2.3,0.55,0.99605,0.106,11.4,6
1509,3.38,2.1,0.72,0.99814,0.074,10.6,6
1510,3.28,1.8,0.7,0.9941,0.062,11.1,5
1511,3.47,2.2,0.77,0.99661,0.047,9.7,6
1512,3.44,2.1,0.67,0.99712,0.068,9.8,5
1513,3.53,2.2,0.65,0.99588,0.061,10.4,6
1514,3.33,1.8,0.6,0.99294,0.078,10.5,6
1515,3.53,4.1,0.72,0.99842,0.074,9.233333333,6
1516,3.53,4.1,0.72,0.99842,0.074,9.25,6
1517,3.42,2.3,0.97,0.99633,0.071,10.6,5
1518,3.38,2,0.83,0.99489,0.063,10.3,6
1519,3.32,2.2,0.63,0.99647,0.114,10.5,5
1520,3.44,2.6,0.58,0.99665,0.106,10.2,5
1521,3.38,2,0.83,0.99489,0.063,10.3,6
1522,3.39,1.9,0.43,0.99585,0.082,9.05,4
1523,3.42,2.3,0.97,0.99633,0.071,10.6,5
1524,3.34,2,0.6,0.9953,0.076,10.4,5
1525,3.39,2,0.78,0.99522,0.075,10,6
1526,3.33,2.1,0.64,0.99552,0.064,9.7,5
1527,3.3,2.2,0.65,0.99553,0.064,9.6,6
1528,3.29,1.7,0.66,0.9951,0.071,10.8,6
1529,3.31,2.2,0.67,0.99714,0.096,10.1,6
1530,3.42,2.1,0.6,0.99608,0.063,10.2,6
1531,3.42,2.2,0.69,0.99444,0.063,11.3,6
1532,3.6,2.8,0.66,0.99631,0.081,10.2,5
1533,3.21,2,0.68,0.99573,0.058,9.9,6
1534,3.39,1.9,0.61,0.99717,0.074,9,5
1535,3.42,2.4,0.62,0.99397,0.064,11.7,7
1536,3.36,2.2,0.59,0.9959,0.075,9.7,6
1537,3.6,1.9,0.68,0.99528,0.077,10.3,6
1538,3.5,1.9,0.64,0.99484,0.059,10.2,6
1539,3.57,2.5,0.63,0.99538,0.081,12,5
1540,3.46,1.8,0.78,0.99714,0.065,9.9,5
1541,3.56,4.4,0.63,0.99646,0.071,11.6,6
1542,3.4,2.2,0.76,0.99666,0.054,10.9,7
1543,3.3,1.9,0.56,0.99472,0.064,10.75,6
1544,3.25,2.2,0.57,0.99758,0.064,10.4,6
1545,3.17,2.3,0.81,0.9955,0.063,11.2,7
1546,3.36,1.8,0.64,0.99531,0.059,10.1,6
1547,3.36,2,0.61,0.99575,0.072,10.2,5
1548,3.55,1.6,0.51,0.99306,0.048,12.1,5
1549,3.1,2,0.58,0.99783,0.099,10.4,5
1550,3.24,1.8,0.7,0.99419,0.074,11.4,8
1551,3.45,2.3,0.53,0.99783,0.087,9.5,5
1552,3.44,2.3,0.54,0.99768,0.083,9.4,5
1553,3.51,3.7,0.66,0.99586,0.103,11.3,6
1554,3.41,2.2,0.6,0.99765,0.08,9.4,5
1555,3.54,2.4,0.6,0.99627,0.062,11,6
1556,3.44,1.7,0.68,0.99514,0.065,10.55,7
1557,3.53,2.2,0.56,0.99636,0.066,9.9,5
1558,3.54,2.4,0.6,0.99627,0.062,11,6
1559,3.22,6.7,0.56,0.99787,0.235,9.5,5
1560,3.21,2,0.52,0.99622,0.08,9.9,5
1561,3.21,2,0.52,0.99622,0.08,9.9,5
1562,3.21,2,0.52,0.99622,0.08,9.9,5
1563,3.29,2,0.54,0.99546,0.076,10.1,5
1564,3.29,2,0.54,0.99546,0.076,10.1,5
1565,3.29,2,0.54,0.99546,0.076,10.1,5
1566,3.39,1.9,0.82,0.99489,0.061,10.9,6
1567,3.34,2.1,0.71,0.99494,0.059,11.2,6
1568,3.29,2,0.54,0.99546,0.076,10.1,5
1569,3.34,1.6,0.59,0.99629,0.077,9.2,5
1570,3.48,1.9,0.57,0.99396,0.056,11.5,6
1571,3.37,2.2,0.93,0.9934,0.23,12.4,6
1572,3.44,2.2,0.65,0.99514,0.038,11.1,6
1573,3.33,2.2,0.51,0.99632,0.069,9.5,5
1574,3.58,2.4,0.67,0.99467,0.075,12.5,6
1575,3.39,13.9,0.48,0.99677,0.074,10.5,6
1576,3.26,2.2,0.64,0.99474,0.06,11.8,6
1577,3.3,1.6,0.78,0.99588,0.081,10.8,6
1578,3.54,5.1,0.6,0.99622,0.076,11.9,6
1579,3.42,1.8,0.67,0.9954,0.118,11.3,6
1580,3.54,1.7,0.6,0.99402,0.053,11.3,5
1581,3.36,2.4,0.6,0.9947,0.068,11.9,6
1582,3.54,1.7,0.6,0.99402,0.053,11.3,5
1583,3.57,2.6,0.5,0.99362,0.053,11.9,5
1584,3.33,2.1,0.62,0.99578,0.074,9.8,5
1585,3.29,2.4,0.8,0.99484,0.061,11.6,7
1586,3.3,2.6,0.84,0.99494,0.066,11.5,6
1587,3.34,2.4,0.85,0.99492,0.065,11.4,6
1588,3.55,1.8,0.66,0.99483,0.066,10.9,6
1589,3.27,2.5,0.78,0.99414,0.068,12.8,6
1590,3.29,7.8,0.54,0.9977,0.073,9.2,5
1591,3.32,1.8,0.82,0.99314,0.077,11.6,6
1592,3.67,1.7,0.56,0.99402,0.089,11.6,6
1593,3.42,2.3,0.75,0.99574,0.076,11,6
1594,3.42,1.9,0.82,0.99651,0.068,9.5,6
1595,3.45,2,0.58,0.9949,0.09,10.5,5
1596,3.52,2.2,0.76,0.99512,0.062,11.2,6
1597,3.42,2.3,0.75,0.99574,0.076,11,6
1598,3.57,2,0.71,0.99547,0.075,10.2,5
1599,3.39,3.6,0.66,0.99549,0.067,11,6
